year,date,cpi_new_vehicles,cpi_all_items
2012,2012-07-01,143.953,228.59
2012,2012-08-01,143.749,229.918
2012,2012-09-01,143.725,231.015
2012,2012-10-01,144.011,231.638
2012,2012-11-01,144.762,231.249
2012,2012-12-01,145.181,231.221
2013,2013-01-01,145.871,231.679
2013,2013-02-01,145.925,232.937
2013,2013-03-01,145.989,232.282
2013,2013-04-01,146.188,231.797
2013,2013-05-01,145.955,231.893
2013,2013-06-01,146.076,232.445
2013,2013-07-01,145.726,232.9
2013,2013-08-01,145.316,233.456
2013,2013-09-01,145.457,233.544
2013,2013-10-01,145.488,233.669
2013,2013-11-01,145.643,234.1
2013,2013-12-01,145.766,234.719
2014,2014-01-01,145.88,235.288
2014,2014-02-01,146.421,235.547
2014,2014-03-01,146.348,236.028
2014,2014-04-01,146.724,236.468
2014,2014-05-01,146.708,236.918
2014,2014-06-01,146.067,237.231
2014,2014-07-01,146.086,237.498
2014,2014-08-01,145.873,237.46
2014,2014-09-01,145.88,237.477
2014,2014-10-01,146.306,237.43
2014,2014-11-01,146.481,236.983
2014,2014-12-01,146.524,236.252
2015,2015-01-01,146.558,234.747
2015,2015-02-01,147.345,235.342
2015,2015-03-01,147.574,235.976
2015,2015-04-01,147.844,236.222
2015,2015-05-01,147.889,237.001
2015,2015-06-01,147.845,237.657
2015,2015-07-01,147.154,238.034
2015,2015-08-01,146.704,238.033
2015,2015-09-01,146.57,237.498
2015,2015-10-01,146.516,237.733
2015,2015-11-01,146.804,238.017
2015,2015-12-01,146.817,237.761
2016,2016-01-01,147.456,237.652
2016,2016-02-01,148.268,237.336
2016,2016-03-01,148.227,238.08
2016,2016-04-01,147.895,238.992
2016,2016-05-01,147.646,239.557
2016,2016-06-01,147.245,240.222
2016,2016-07-01,147.119,240.101
2016,2016-08-01,146.713,240.545
2016,2016-09-01,146.499,241.176
2016,2016-10-01,146.896,241.741
2016,2016-11-01,147.027,242.026
2016,2016-12-01,147.299,242.637
2017,2017-01-01,148.848,243.618
2017,2017-02-01,148.993,244.006
2017,2017-03-01,148.543,243.892
2017,2017-04-01,148.457,244.193
2017,2017-05-01,148.033,244.004
2017,2017-06-01,147.262,244.163
2017,2017-07-01,146.19,244.243
2017,2017-08-01,145.712,245.183
2017,2017-09-01,145.037,246.435
2017,2017-10-01,144.868,246.626
2017,2017-11-01,145.442,247.284
2017,2017-12-01,146.522,247.805
2018,2018-01-01,146.996,248.859
2018,2018-02-01,146.807,249.529
2018,2018-03-01,146.727,249.577
2018,2018-04-01,146.069,250.227
2018,2018-05-01,146.349,250.792
2018,2018-06-01,146.562,251.018
2018,2018-07-01,146.526,251.214
2018,2018-08-01,146.149,251.663
2018,2018-09-01,145.715,252.182
2018,2018-10-01,145.588,252.772
2018,2018-11-01,145.826,252.594
2018,2018-12-01,146.126,252.767
2019,2019-01-01,147.059,252.561
2019,2019-02-01,147.226,253.319
2019,2019-03-01,147.788,254.277
2019,2019-04-01,147.84,255.233
2019,2019-05-01,147.659,255.296
2019,2019-06-01,147.417,255.213
2019,2019-07-01,147.035,255.802
2019,2019-08-01,146.456,256.036
2019,2019-09-01,145.854,256.43
2019,2019-10-01,145.726,257.155
2019,2019-11-01,145.728,257.879
2019,2019-12-01,146.22,258.63
2020,2020-01-01,147.253,259.127
2020,2020-02-01,147.803,259.25
2020,2020-03-01,147.124,258.076
2020,2020-04-01,147.007,256.032
2020,2020-05-01,147.222,255.802
2020,2020-06-01,147.108,257.042
2020,2020-07-01,147.803,258.352
2020,2020-08-01,147.412,259.316
2020,2020-09-01,147.361,259.997
2020,2020-10-01,147.956,260.319
2020,2020-11-01,148.063,260.911
2020,2020-12-01,149.091,262.045
2021,2021-01-01,149.377,262.639
2021,2021-02-01,149.515,263.573
2021,2021-03-01,149.321,264.847
2021,2021-04-01,149.892,266.625
2021,2021-05-01,152.143,268.404
2021,2021-06-01,154.847,270.71
2021,2021-07-01,157.203,271.965
2021,2021-08-01,158.652,272.752
2021,2021-09-01,160.244,273.942
2021,2021-10-01,162.527,276.528
2021,2021-11-01,164.511,278.824
2021,2021-12-01,166.653,280.806
2022,2022-01-01,167.582,282.542
2022,2022-02-01,168.027,284.525
2022,2022-03-01,168.056,287.467
2022,2022-04-01,169.699,288.582
2022,2022-05-01,171.35,291.299
2022,2022-06-01,172.546,295.072
2022,2022-07-01,173.618,294.94
2022,2022-08-01,174.598,295.162
2022,2022-09-01,175.312,296.421
2022,2022-10-01,176.157,297.979
2022,2022-11-01,176.354,298.708
2022,2022-12-01,176.463,298.808
2023,2023-01-01,177.276,300.456
2023,2023-02-01,177.817,301.476
2023,2023-03-01,178.342,301.643
2023,2023-04-01,178.892,302.858
2023,2023-05-01,179.329,303.316
2023,2023-06-01,179.577,304.099
2023,2023-07-01,179.696,304.615
2023,2023-08-01,179.691,306.138
2023,2023-09-01,179.75,307.374
2023,2023-10-01,179.446,307.653
2023,2023-11-01,178.7,308.087
2023,2023-12-01,178.269,308.735
2024,2024-01-01,178.595,309.794
2024,2024-02-01,178.592,311.022
2024,2024-03-01,178.247,312.107
2024,2024-04-01,178.25,313.016
2024,2024-05-01,177.958,313.14
2024,2024-06-01,178.001,313.131
2024,2024-07-01,177.84,313.566
2024,2024-08-01,177.534,314.131
2024,2024-09-01,177.435,314.851
2024,2024-10-01,177.162,315.564
2024,2024-11-01,177.472,316.449
2024,2024-12-01,177.552,317.603
2025,2025-01-01,178.008,319.086
2025,2025-02-01,178.038,319.775
2025,2025-03-01,178.168,319.615
2025,2025-04-01,178.795,320.321
2025,2025-05-01,178.728,320.58
2025,2025-06-01,178.443,321.5
2025,2025-07-01,178.569,322.132
2025,2025-08-01,178.698,323.364
2025,2025-09-01,178.77,324.368
